random_text_100.txt,0,0.008017301559448242,100
random_text_1000.txt,0,0.004897356033325195,1000
random_text_10000.txt,0,0.07535481452941895,10000
random_text_100000.txt,0,0.6900045871734619,100000
random_text_1000000.txt,0,12.631974697113037,1000000
random_text_100.txt,5,0.0020220279693603516,100
random_text_1000.txt,5,0.5146775245666504,1000
random_text_10000.txt,5,1.8804974555969238,10000
random_text_100000.txt,5,19.2411949634552,100000
random_text_1000000.txt,5,176.14379501342773,1000000
random_text_100.txt,10,0.001958131790161133,100
random_text_1000.txt,10,0.41011762619018555,1000
random_text_10000.txt,10,4.002456188201904,10000
random_text_100000.txt,10,39.50369453430176,100000
random_text_100.txt,15,0.002588510513305664,100
random_text_1000.txt,15,0.4826829433441162,1000
random_text_10000.txt,15,6.043256044387817,10000
random_text_100000.txt,15,59.024372816085815,100000
random_text_100.txt,25,0.6027088165283203,100
random_text_1000.txt,25,1.4107332229614258,1000
random_text_10000.txt,25,9.529837846755981,10000
random_text_100000.txt,25,118.81673622131348,100000
random_text_100.txt,35,0.20270872116088867,100
random_text_1000.txt,35,1.514390230178833,1000
random_text_10000.txt,35,21.26665735244751,10000
random_text_100.txt,50,0.6031067371368408,100
random_text_1000.txt,50,3.117846727371216,1000
random_text_10000.txt,50,44.340237617492676,10000
random_text_100.txt,75,9.42838168144226,100
random_text_1000.txt,75,31.825657606124878,1000
random_text_10000.txt,75,282.08409428596497,10000
random_text_100.txt,90,38.71232271194458,100
random_text_1000.txt,90,141.02737259864807,1000
random_text_10000.txt,90,3377.096532344818,10000
random_text_100.txt,0,0.00167202949524,100
random_text_1000.txt,0,0.00780987739563,1000
random_text_10000.txt,0,0.0676779747009,10000
